Vendor_Formal_Name,Contact_Name,certification,Cert_Renewal_Date,Ethnicity,Address1,Address2,City,Borough,State,ZIP,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip,Website,Date_Of_Establishment,Aggregate_Bonding_Limit,Signatory_To_Union_Contracts,Business_Description,Goods_Materials_Suplier,Types_of_Construction_Projects,Job_Exp1_Name_of_Client,Job_Exp1_Value_of_Contract,Job_Exp1_Percent_Self_Performed,DATEOFJOB1,EXPERIENCE1,Job_Exp2_Name_of_Client,Job_Exp2_Value_of_Contract,Job_Exp2_Percent_Self_Performed,DATEOFJOB2,EXPERIENCE2,Job_Exp3_Name_of_Client,Job_Exp3_Value_of_Contract,Job_Exp3_Percent_Self_Performed,DATEOFJOB3,EXPERIENCE3,Job_Exp4_Name_of_Client,Job_Exp4_Value_of_Contract,,DATEOFJOB4,EXPERIENCE4
Metropolitan Urban Design Workshop LLC,Shachi Pandey,"MBE,WBE",03/30/2022;03/30/2022,ASIAN,240 Kent Avenue,Unit K2/B-7C,Brooklyn,Brooklyn,NY,11249,240 Kent Avenue,Unit K2/B-7C,Brooklyn,New York,11249,http://www.mudworkshop.com,5/23/2014,,,"Urban Design, Urban Planning, Community Based Planning, Graphic Design, Community Outreach and Participation, etc.",,,Harlem Congregation for Community Improvement Inc.,385293,49,11-01-2015,"Brownfield Opportunity Area Step 2 Study including detailed urban design framework to improve streetscapes, physical connections, access to park, waterfront access and focus on attracting small scale retail.",City of Easton PA/Urban Metrix PC,186000,29,06-01-2014,Comprehensive plan envisioning the growth and development of the city of Easton over the next two decades. The Comprehensive Plan concludes policy and project recommendations.,AKRF Inc.,175000,33,08-01-2006,Open Space Plan and Waterfront Access Plan for Special Harlem River Waterfront District in the Bronx. Conceptual design recommendations for 138th Street/ Major Deegan expressway,,0,,,
Robin Industries Ltd.,Raul Sillau,MBE,3/30/2020,HISPANIC,56 North 3rd Street,,Brooklyn,Brooklyn,NY,11249,56 North 3rd Street,,Brooklyn,New York,11249,,06-04-1996,,,Heating & Air Conditioning Kitchen Exhaust - Commercial,,,Poliouras & Sons General Contractor,386100,100,7/22/2014,Heating & Cooling Kitchen Exhaust,Temple of Restoration,344136.96,100,1/24/2014,Heating & Cooling Kitchen Exhaust,Verboten,282542.65,100,5/15/2013,Heating & Cooling Kitchen Exhaust,,0,,,
"Liberty Industrial Gases and Welding Supply, Inc.",Ashley Murray,WBE,,NON-MINORITY,600 Smith Street,,Brooklyn,Brooklyn,NY,11231,600 Smith Street,,Brooklyn,New York,11231,http://www.libertygases.com,04-01-1986,,Teamsters 210,"Liberty Industrial Gases provides & sells Industrial Gases (ie Oxygen, Acetylene, Argon, Nitrogen, Helium, Carbon Dioxide, Propane, and various mixes etc.) as well as the machinery and supplies necessary to do welding & cutting including; Welding machines, all Consumables for Stick, TIG and MIG Processes, Power Tools, Abrasives, Cylinders, Cylinder Carts and Cylinder Cages, Safety Equipment and Safety Apparel including Welding Helmets, Welding Gloves, Jackets, Sleeves, and Aprons.",No,"Building Construction (non-Residential); Residential Building Construction; Bridge and/or Roadways; Site work, i.e. Parks",Donofrio General Construction,387044.51,100,06-02-2014,Provided supply reconstruction of Pier & Barges.,Dept of Environmental Protection,19910.52,100,6/25/2014,Provided supply,NYC Fire Department,23888.34,100,03-02-2015,Supply,,0,,,
"Riggs Construction Co., Inc.",Michael DeRiggs,MBE,6/29/2019,BLACK,213 Washington Avenue,,Brooklyn,Brooklyn,NY,11205,213 Washington Avenue,,Brooklyn,New York,11205,http://www.riggsusa.com,02-04-1992,3500000,,"Riggs Construction is a full service GC firm with roofing and carpentry as the primary trades. Riggs is also certified as a DBE, MBE firm. We are certified installers for Tremco, Firestone, John Manville GAF and CertainTeed. We are prequalified and approved to work with NYCSCA, NYC Parks Dept, MTA, and DASNY.",No,Building Construction (non-Residential); Residential Building Construction,Promese Inc.,389000,70,04-12-2013,"Carpentry, Painting, Plumbing, Electrical, Millwork, HVAC.",NYC SCA,284000,25,02-09-2013,"New Playgound Equipment, Landscaping, Painting and Concrete.",MTA / LIRR,411000,25,02-02-2011,Guardrail Installation at Queens Village Station.,NYC SCA / Out to Play,1165118,,07-01-2013,"Archaeological field work, analysis and reporting."
"Klein's Naturals, LTD.",Avromy Sais,WBE,,NON-MINORITY,4702 2nd Avenue,,Brooklyn,Brooklyn,NY,11232,4702 2nd Avenue,,Brooklyn,New York,11232,http://www.kleinsnaturals.com,1/24/1992,,,"Klein's Naturals is a manufacture, packager and distributor of an upscale gourmet line of nuts, seeds, dried fruits, granolas and confectionery, sold in bulk and multi-size packaging. Our labels are color coded to help consumers identify the raw, salted, unsalted, fruits and mixes, glazed and organic products. We are certified USDA organic and carry kosher certification. You can find our products in the mom and pop retail establishments to the finest supermarket chains in the country. Klein's Naturals also offers a program of private labeling to the trade.",,,Waketern Food Corp- ShopRite,391000,,10/31/2013,Direct Delivery to Stores. (On-going),KRM Kollel Supermarket,750000,,10/31/2013,Bulk Repackaging under private label. (On-going),Fresh Direct,2500000,,10/31/2013,Private Labelling. (On-going),,0,,01-01-2015,Store front renovation.
Harman Contracting Inc.,Tarek Ahmed,MBE,12/31/2018,ASIAN,701 Ocean View Avenue,,Brooklyn,Brooklyn,NY,11235,701 Ocean View Avenue,,Brooklyn,New York,11235,,08-09-2000,,,"Full service in general construction. Our services include; concrete work, brick work, fencing and roofing and water-proofing.",,,NYCSCA,391796,,05-01-2012,"Concrete brick painting, stone work, water proofing, caulking",Private,40235,,03-01-2012,"Roofing stucco, block work, concrete",Building Maintenance,26000,,08-01-2011,"concrete work, painting, block work",,0,,11-07-2011,"Drywall, painting, plastering and cleaning"
Cool Tech Air Conditioning & Refrigeration LLC,Cliff Roye,MBE,6/29/2022,BLACK,902 East 86th Street,,Brooklyn,Brooklyn,NY,11236,902 East 86th Street,,Brooklyn,New York,11236,http://www.cooltechacllc.com,09-01-2002,,,"Cool Tech Air Conditioning & Refrigeration LLC specializes in air Conditioning & Heating. Our services include air conditioning contractors & systems; air conditioning supplies & equipment; humidification equipments. HVAC maintenance and services, refrigeration & freezer work contractors and refrigeration equipments.",,,U.S. Tech Construction Corporation,395000,65,08-01-2016,"Furnishings of labor, materials, equipmens and services to perform the renovation on the premises.",Allcoast Coonstruction Services Inc.,350000,75,01-01-2016,Furnish and install all labor  and materials for a complete HVAC system including but not limited to duct work.,St. Clement Pope Church,165000,80,11-01-2015,Provide and install HVAC units,,0,,,
"New Age Ironworks, Inc.",Yair Tapia,"MBE,LBE",08/30/2020;08/30/2020,HISPANIC,183 Van Siclen Avenue,,Brooklyn,Brooklyn,NY,11207,183 Van Siclen Avenue,,Brooklyn,New York,11207,,09-07-2001,,,"Fabrication of stairs, railings and miscellaneous metals",Yes,Building Construction (non-Residential); Bridge and/or Roadways,"Shepard Steel Co., Inc",400000,,12-01-2011,Furnish & Fabrication of Miscellaneous Metals,UA Construction,50670,,03-01-2011,Fabrication & Installation of Fence & Gates.,Fordham University,24000,,03-01-2003,Fabricatiion and Installation of New Gates Furnished Material & Install New Wought Iron Gates.,Tutor Perini,616079,,2/13/2017,Produced a series of short documentaries for McKinsey & Co. to showcase their global social innovation program called Generation.
"Finesse Creations, Inc.",Esther Machlis,WBE,,NON-MINORITY,3004 Avenue J,,Brooklyn,Brooklyn,NY,11210,3004 Avenue J,,Brooklyn,New York,11210,http://www.finessecreations.com,03-06-1991,,,"Full service supplier of office supplies, construction material, kithen supplies, safety products, uniforms, plumbing, heating, HVAC supplies, food service products, construction services.",No,"Building Construction (non-Residential); Sewer and/or Water Mains; Site work, i.e. Parks",MTA MetroNorth Railroad,400000,100,10-03-2016,Provide paper & plastic products to LIRR,NYC DEP,92799,100,12/15/2015,Provide & install charging stations,NYC Parks,177500,100,02-08-2016,Provide and install eco-batteries,NYC DOT,624240,,,
B N Restoration Inc.,Zarak Chaudhary,MBE,11/30/2018,ASIAN,1100 Coney Island Ave,Suite 412,Brooklyn,Brooklyn,NY,11230,1100 Coney Island Ave,Suite 412,Brooklyn,New York,11230,http://www.bnrestoration.com,8/15/2008,,,"Masonry Work, Roof Replacement, Sheet Metal, Cornice Repairs, Concrete Work.",,,Vanguard Construction Inc.,400000,100,4/15/2015,Roofing system installed.,Vanguard Construction Inc.,150000,100,9/18/2014,Masonry & roof repair.,Vanguard Construction Inc.,200000,100,1/31/2013,Masonry work.,,0,,,
"Remezcla, LLC",Raqueli Contreras,MBE,2/27/2022,HISPANIC,203 Moore St.,,Brooklyn,Brooklyn,NY,11206,101 North 3rd St.,,Brooklyn,New York,11249,http://www.remezcla.com,3/21/2006,,,"Remezcla was started in 2008 and is headquartered in Brooklyn, NY and has 28 employees. Born as a local blog on indie Latin music and culture, Remezcla has become the most influential media brand for Latino Millennials with national and international presence in the US and Latin America. Remezcla's media and entertainment platform is made up of three business segments: 1) Publisher (Media) leading with Remezcla.com and a content/ad network comprised of over 50 publishers with a combined reach of 5 million unique visitors; 2) An award-winning full-service advertising agency with Fortune 500 clients; 3) A newly formed entertainment division focused on creating original video content for various platforms.",,,Heineken USA,400000,100,03-01-2013,"Created event concept, promotion activities, scouted locations, developed programming concepts, brand design work- Brand Ambassadors during activation, audio & visual production, execution & management, photography & video, social media",Heineken USA,900000,100,01-01-2014,"Created event concept, promotion activities, scouted locations, developed programming concepts, brand design work- Brand Ambassadors during activation, audio & visual production, execution & management, photography & video, social media","Anheuser-Busch, LLC",1097350,100,01-01-2016,"Manage budget, scout location, manage vendors and event personnel, strategic planning & ideation, event consulting & creative services (create event concept, integration, develop programming, design work, production, photography, promotions",,0,,,
Gartech Electrical Contracting Corp,Garfield Gayle,MBE,6/29/2020,BLACK,100 Hinsdale Street,,Brooklyn,Brooklyn,NY,11207,100 Hinsdale Street,,Brooklyn,New York,11207,,01-01-1994,,,Electrical Contractor,No,"Building Construction (non-Residential); Other Heavy Civil Construction Work, i.e. Plants, Tunnels",RMSK Contracting,425000,100,06-01-2012,Install power & control for HVAC equipment,Carp Construction,165000,100,03-01-2011,Install power & control systems for boiler,United Steel Products,84000,100,05-01-2011,Furnish & install power & controls for High speed roll up doors,Thomas Brown Associates,315000,,01-09-2012,Existing building to eating establishment
Dynamic Construction Company,Ziaur Bhuiyan,MBE,5/30/2021,ASIAN,1149 East 34th Street,"Ste. # B, Fl # 2",Brooklyn,Brooklyn,NY,11210,1149 East 34th Street,Ste. B Floor 2,Brooklyn,New York,11210,http://www.dynamicconsny.com,03-04-2008,,,"Certified general contractor and have related industry experience for more than 10 years. My areas of expertise including waterproofing, roofing, interior & exterior renovation painting, brick poiting, masonry restoration and concrete works.",No,"Building Construction (non-Residential); Residential Building Construction; Site work, i.e. Parks",Goldin Management Inc.,450000,100,05-01-2015,"Roof replacement, roof patching, waterproofing stucco etc.",Goldin Management Inc,220000,100,06-01-2015,"Roofing, steps, waterproofing, brick replacement, stucco",The West Harlem Residence,350000,100,02-01-2014,"Masonry, Roofing, Waterproofing, SIdewalk shed, brownstone work",TDX Construction Corp.,812550,,3/31/2105,2 day training program for multi agency audience
Mike's Heavy Duty Towing Inc.,Michael mazzio,WBE,,NON-MINORITY,816 Liberty Avenue,,Brooklyn,Brooklyn,NY,11208,816 Liberty Avenue,,Brooklyn,New York,11208,http://www.mikeshdt.com,3/22/1996,,,"Full Service Towing, Recovery, Transportation and storage company for all sizes and types of motor vehicles and trucks.",,,New York Police Department,450000,100,06-08-2017,"Authorized towing company io Van Wyck, Brooklyn, Queens Expressway and Gowanus Expressway.",Port Authority NY/NJ,500000,100,06-08-2017,"Authorized towing, emergency responder at JFK Airport.",Penske-Hertz Leasing,250000,100,06-08-2017,Towed disabled trucks to repair center.,,0,,,
Metropolitan Enterprises Inc.,Kenneth Martinez,MBE,8/30/2019,HISPANIC,"637 Court St.,",Suite 200,Brooklyn,Brooklyn,NY,11231,"637 Court St.,",2nd floor,Brooklyn,New York,11231,,11/25/2002,,,"Full service scaffolding company specializing in scaffolding, hoist and sidewalk bridge installation.",No,Building Construction (non-Residential),Pavarini McGovern,457000,97,06-01-2013,"Furnish, erect and dismantle Hoist and Sidewalk Bridge.",APS Contractors,357000,97,05-01-2013,"Furnish, install and remove hoist.",Lend Lease,663000,97,11-01-2013,"Furnish, erect and dismantle Pipe Scaffold and Sidewalk Bridge.",Breeze,900000,,05-01-2015,Roof/Ceiling renovate all bathrooms & plumbing
Blenderbox,Linda Eugenio,WBE,,NON-MINORITY,26 Dobbin Street,3rd Fl,Brooklyn,Brooklyn,NY,11222,26 Dobbin Street,3rd Fl,Brooklyn,New York,11222,http://Blenderbox.com,01-01-2000,,,Digital design and development services,,,NYC Dept of Education,465825,100,03-06-2015,"Planning, UX Design, Visual design and development of the WeTeachNYC.org",American Law Institute,302300,100,1/29/2016,"Planning, UX Design, Visual design and development of ALI.org",Carnegie Corporation,418000,100,7/31/2015,"Planning, UX Design, Visual design and development of Carnegie.org",,0,,,
"Jane N. Barrett & Associates, LLC",Jane Barrett,WBE,,NON-MINORITY,189 Montague Street,Suite 522,Brooklyn,Brooklyn,NY,11201,189 Montague Street,Suite 522,Brooklyn,New York,11201,,12-01-2002,,,"Legal Services, civil litigation",,,NYC Comptroller,480000,,07-01-2011,"50-H Hearings Reports, Etc",NYC Transit Authority,50000,,08-01-2011,Trial Page and Trial,NYC Transit Authority,50000,,10-01-2011,Trial Page and Trial,,0,,6/27/2014,Selling Plants
"Novo Art Associates, Inc.",Marlaina Deppe,WBE,,NON-MINORITY,246 Seigel Street,,Brooklyn,Brooklyn,NY,11206,246 Seigel Street,,Brooklyn,New York,11206,http://www.novoarts.com,01-01-1973,,,"Novo Art Associates, Inc. sells and produces graphic designs for commercial, residential, and other hospitality groups.",,,Viacom Media Networks,480043,100,12-01-2016,"Production of artworks per customer specification, creative design and artworks installation",The Cheviot corporation,50000,100,04-04-2017,"Production of artworks per customer specification, creative design and artworks installation",Komar,135062,100,01-01-2016,"Production of artworks per customer specification, creative design and artworks installation",,0,,7/26/2016,Printed Awards for 400 locations.
American Biomed Instruments,Carl Reid,MBE,1/31/2018,BLACK,11 Wyona Street,,Brooklyn,Brooklyn,NY,11207,60 Argow,,Nanuet,New York,10954,,01-01-1998,,,"American Biomed Intrsuments specializes in the repair of biomedical equipment and supplies.In addition the company also provides air purification, medical & home care equipment sales and services, and preventive maintenance.",,,HHC,483000,,12-01-2012,Services of purification equipment; service various trips of medical/laboratory equipment; overhaul of industrial air purification calibration of all types of medical equipment skills.,DOH,72000,,12-01-2012,Repair of types of laboratory equipment includes microscopic medical analysis centerfuges and all types of laboratory analysis skills,Chief Examiner's Office,100000,,12-01-2012,"All types autopsy equipment including tables, controls, motors & pumps.",,0,,,
